interval,player_id,player_name,teams,country,matches_played,batting_innings,runs,balls_faced,fours,sixes,avg_runs_per_game,batting_strike_rate,bowling_innings,balls_bowled,overs_bowled_equivalent,maidens,runs_conceded,wickets,bowling_economy,bowling_strike_rate,batting_hand,batting_style_raw,bowling_hand,bowling_style,bowling_style_raw
1992-1995,77,Naved Anjum,Pakistan,Pakistan,5,5,25,27,2,0,5.0,92.59,5,240,40.0,1,162,3,4.05,80.0,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1992-1995,1591,Navjot Sidhu,India,,45,44,1695,2390,135,13,37.67,70.92,1,3,0.5,0,2,0,4.0,,,,,,
1992-1995,1978,Nayan Mongia,India,,35,18,239,336,20,0,6.83,71.13,0,0,,0,0,0,,,,,,,
1992-1995,520,Neil Fairbrother,England,,32,30,987,1291,71,9,30.84,76.45,1,6,1.0,0,9,0,9.0,,,,,,
1992-1995,2210,Nico Boje,South Africa,South Africa,1,0,0,0,0,0,0.0,,1,60,10.0,1,29,0,2.9,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
1992-1995,2684,Nisal Fernando,Sri Lanka,,2,2,22,25,2,0,11.0,88.0,0,0,,0,0,0,,,,,,,
1992-1995,2836,Nishantha Ranatunga,Sri Lanka,,2,1,0,3,0,0,0.0,0.0,2,102,17.0,0,82,1,4.82,102.0,,,,,
1992-1995,755,Omar Henry,South Africa,South Africa,3,3,20,26,2,0,6.67,76.92,2,120,20.0,0,84,2,4.2,60.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
1992-1995,2025,Ottis Gibson,West Indies,,5,4,50,47,3,1,10.0,106.38,5,263,43.83,2,247,12,5.63,21.92,,,,,
1992-1995,1706,Pat Symcox,South Africa,,17,14,106,162,10,1,6.24,65.43,17,769,128.17,6,445,14,3.47,54.93,,,,,
1992-1995,867,Paul Jarvis,England,,11,6,26,27,1,1,2.36,96.3,11,592,98.67,4,485,18,4.92,32.89,,,,,
1992-1995,1461,Paul Reiffel,Australia; Match tied,,48,31,302,425,17,1,6.29,71.06,48,2581,430.17,51,1561,64,3.63,40.33,,,,,
1992-1995,2005,Paul Strang,Match tied; Zimbabwe,,9,8,106,210,5,1,11.78,50.48,9,492,82.0,3,350,9,4.27,54.67,,,,,
1992-1995,946,Peter Kirsten,South Africa,,37,37,1198,2181,84,7,32.38,54.93,7,165,27.5,1,129,5,4.69,33.0,,,,,
1992-1995,2023,Peter Martin,England,,2,1,4,1,1,0,2.0,400.0,2,116,19.33,2,80,6,4.14,19.33,,,,,
1992-1995,1733,Peter Taylor,Australia,,12,8,58,58,5,0,4.83,100.0,11,508,84.67,2,330,10,3.9,50.8,,,,,
1992-1995,1781,Phil Tufnell,England,,10,5,5,11,0,0,0.5,45.45,10,462,77.0,5,330,6,4.29,77.0,,,,,
1992-1995,2004,Philip Emery,Australia,,1,1,11,13,1,0,11.0,84.62,0,0,,0,0,0,,,,,,,
1992-1995,1595,Philip Simmons,Match tied; West Indies,,70,68,1956,2958,207,25,27.94,66.13,54,2134,355.67,26,1465,46,4.12,46.39,,,,,
1992-1995,425,Phillip De Freitas,England,,31,16,93,133,2,1,3.0,69.92,31,1670,278.33,32,1098,34,3.94,49.12,,,,,
1992-1995,2012,Phillipus Steyn,South Africa,,1,1,4,14,0,0,4.0,28.57,0,0,,0,0,0,,,,,,,
1992-1995,2123,Philo Wallace,West Indies,,4,4,59,149,7,1,14.75,39.6,0,0,,0,0,0,,,,,,,
1992-1995,1902,Pramodya Wickremasinghe,Sri Lanka,,70,24,114,167,5,1,1.63,68.26,68,3002,500.33,33,2161,52,4.32,57.73,,,,,
1992-1995,2920,Prashant Vaidya,India,,2,0,0,0,0,0,0.0,,2,94,15.67,1,77,3,4.91,31.33,,,,,
1992-1995,69,Praveen Amre,India,,29,24,383,584,19,1,13.21,65.58,1,2,0.33,0,4,0,12.0,,,,,,
1992-1995,1970,Pubudu Dassanayake,Sri Lanka,,16,10,85,142,3,0,5.31,59.86,0,0,,0,0,0,,,,,,,
1992-1995,2235,Qazi Habibul Bashar,Bangladesh,Bangladesh,2,2,16,37,3,0,8.0,43.24,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1992-1995,320,Rajesh Chauhan,India; Match tied,,21,8,73,105,5,1,3.48,69.52,20,1008,168.0,9,714,21,4.25,48.0,,,,,
1992-1995,2008,Rajindra Dhanraj,West Indies,West Indies,6,2,8,32,0,0,1.33,25.0,5,264,44.0,2,170,10,3.86,26.4,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
1992-1995,1418,Ramiz Hasan Raja,Pakistan,Pakistan,55,55,1754,2805,160,4,31.89,62.53,0,0,,0,0,0,,,Right,Right hand Bat,,Leg Break,Leg Break
1992-1995,1055,Ranjith Madurasinghe,Sri Lanka,,3,2,9,34,1,0,3.0,26.47,3,144,24.0,3,124,0,5.17,,,,,,
1992-1995,986,Rashid Latif,Pakistan,Pakistan,70,48,518,768,31,4,7.4,67.45,0,0,,0,0,0,,,Right,Right hand Bat,,Leg Break,Leg Break
1992-1995,1570,Ravi Shastri,India,,11,11,264,522,14,0,24.0,50.57,10,396,66.0,3,312,5,4.73,79.2,,,,,
1992-1995,1998,Ravindra Pushpakumara,Sri Lanka,Sri Lanka,13,3,20,22,1,0,1.54,90.91,13,608,101.33,3,505,11,4.98,55.27,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1992-1995,2829,Riaz Poonawala,United Arab Emirates,,2,2,44,56,8,0,22.0,78.57,0,0,,0,0,0,,,,,,,
1992-1995,192,Richard Blakey,England,,3,2,25,50,3,0,8.33,50.0,0,0,,0,0,0,,,,,,,
1992-1995,426,Richard De Groen,Match tied; New Zealand,,12,8,12,36,0,0,1.0,33.33,12,549,91.5,4,478,8,5.22,68.62,,,,,
1992-1995,835,Richard Illingworth,England,,15,6,52,67,3,0,3.47,77.61,15,901,150.17,4,645,21,4.3,42.9,,,,,
1992-1995,1648,Richard Snell,South Africa,,36,23,225,217,16,3,6.25,103.69,35,1772,295.33,21,1320,40,4.47,44.3,,,,,
1992-1995,1476,Richie Richardson,West Indies,,66,62,1358,2175,107,21,20.58,62.44,1,4,0.67,0,2,0,3.0,,,,,,
1992-1995,2041,Ricky Ponting,Australia,,9,9,196,283,7,1,21.78,69.26,0,0,,0,0,0,,,,,,,
1992-1995,1641,Robin Smith,England,,33,33,1285,1815,129,17,38.94,70.8,0,0,,0,0,0,,,,,,,
1992-1995,984,Rodney Latham,New Zealand,,25,25,405,757,39,1,16.2,53.5,19,420,70.0,2,358,11,5.11,38.18,,,,,
1992-1995,707,Roger Harper,West Indies,,23,18,289,386,20,2,12.57,74.87,21,1056,176.0,6,714,24,4.06,44.0,,,,,
1992-1995,2038,Roger Twose,New Zealand,,9,8,221,309,15,0,24.56,71.52,6,152,25.33,0,117,4,4.62,38.0,,,,,
1992-1995,2093,Roland Holder,West Indies,,17,14,292,433,16,1,17.18,67.44,0,0,,0,0,0,,,,,,,
1992-1995,906,Romesh Kaluwitharana,Sri Lanka,,30,28,279,338,22,3,9.3,82.54,0,0,,0,0,0,,,,,,,
1992-1995,1057,Roshan Mahanama,Sri Lanka,,74,72,2206,3689,153,6,29.81,59.8,1,1,0.17,0,3,0,18.0,,,,,,
1992-1995,2717,Roydon Hayes,New Zealand,,1,1,13,25,1,0,13.0,52.0,1,42,7.0,0,31,0,4.43,,,,,,
1992-1995,1443,Rumesh Ratnayake,Sri Lanka,,4,3,55,32,3,3,13.75,171.88,4,156,26.0,3,84,4,3.23,39.0,,,,,
1992-1995,1969,Ruwan Kalpage,Sri Lanka,,72,58,739,1171,27,3,10.26,63.11,67,3360,560.0,17,2459,65,4.39,51.69,,,,,
1992-1995,1735,Sachin Tendulkar,India; Match tied,,76,74,2556,3122,264,19,33.63,81.87,57,1904,317.33,11,1490,26,4.7,73.23,,,,,
1992-1995,81,Saeed Anwar,Pakistan,Pakistan,54,54,1766,2401,192,21,32.7,73.55,1,12,2.0,1,9,1,4.5,12.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
1992-1995,2848,Saeed Azad,Pakistan,,1,1,19,35,1,0,19.0,54.29,0,0,,0,0,0,,,,,,,
1992-1995,2852,Sajjad Ahmed,Bangladesh,,2,2,15,46,0,0,7.5,32.61,0,0,,0,0,0,,,,,,,
1992-1995,2031,Saleem Elahi,Pakistan,Pakistan,8,8,311,461,23,3,38.88,67.46,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1992-1995,1070,Saleem Malik,Match tied; Pakistan,Pakistan,81,69,1850,2761,122,8,22.84,67.0,51,1656,276.0,4,1316,41,4.77,40.39,Right,Right hand Bat,Right,Slow Medium,"Right arm Slow Medium, Right arm Off Break"
1992-1995,2855,Saleem Raza,United Arab Emirates,,2,2,22,37,3,0,11.0,59.46,2,60,10.0,1,71,2,7.1,30.0,,,,,
1992-1995,78,Salil Ankola,India,,11,6,7,13,0,0,0.64,53.85,11,474,79.0,2,333,8,4.22,59.25,,,,,
1992-1995,872,Sanath Jayasuriya,Sri Lanka,,76,72,1546,1987,141,32,20.34,77.81,66,2586,431.0,5,2067,65,4.8,39.78,,,,,
1992-1995,79,Sangarange Anurasiri,Sri Lanka,,17,5,21,37,0,0,1.24,56.76,17,822,137.0,4,571,12,4.17,68.5,,,,,
1992-1995,1074,Sanjay Manjrekar,India,,27,24,545,850,28,3,20.19,64.12,1,2,0.33,0,4,0,12.0,,,,,,
1992-1995,1999,Sanjeeva Ranatunga,Sri Lanka,Sri Lanka,12,10,248,504,10,0,20.67,49.21,0,0,,0,0,0,,,Left,Left hand Bat,Right,Off Break,Right arm Off Break
1992-1995,2032,Saqlain Mushtaq,Pakistan,Pakistan,5,2,30,58,1,1,6.0,51.72,5,239,39.83,3,173,8,4.34,29.88,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1992-1995,1522,Shahid Saeed,Pakistan,Pakistan,4,4,35,96,3,0,8.75,36.46,3,108,18.0,0,70,2,3.89,54.0,Right,Right hand Bat,Right,Medium,Right arm Medium
1992-1995,22,Shakeel Ahmed,Pakistan,Pakistan,2,2,61,128,3,0,30.5,47.66,0,0,,0,0,0,,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
1992-1995,2750,Shane Lee,Australia,,3,3,46,38,3,0,15.33,121.05,3,162,27.0,1,100,3,3.7,54.0,,,,,
1992-1995,1748,Shane Thomson,Match tied; New Zealand,,40,38,818,1192,52,8,20.45,68.62,37,1476,246.0,15,1097,28,4.46,52.71,,,,,
1992-1995,1856,Shane Warne,Australia,,46,23,234,294,15,2,5.09,79.59,45,2572,428.67,29,1669,74,3.89,34.76,,,,,
1992-1995,2918,Shaun Udal,England,,10,6,35,44,1,0,3.5,79.55,10,562,93.67,4,371,8,3.96,70.25,,,,,
1992-1995,2015,Sherwin Campbell,West Indies,,17,17,441,787,42,3,25.94,56.04,0,0,,0,0,0,,,,,,,
1992-1995,1979,Shivnarine Chanderpaul,West Indies,West Indies,14,12,309,461,14,7,22.07,67.03,7,204,34.0,0,206,1,6.06,204.0,Left,Left hand Bat,,Leg Break,Leg Break
1992-1995,1201,Shoaib Mohammad,Pakistan,Pakistan,6,6,101,214,10,0,16.83,47.2,3,31,5.17,0,40,0,7.74,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1992-1995,464,Simon Doull,New Zealand,,9,8,63,60,4,3,7.0,105.0,9,448,74.67,5,447,9,5.99,49.78,,,,,
1992-1995,2889,Sohail Butt,United Arab Emirates,,2,2,8,14,1,0,4.0,57.14,2,78,13.0,0,79,2,6.08,39.0,,,,,
1992-1995,2059,Sourav Ganguly,India,,1,1,3,13,0,0,3.0,23.08,0,0,,0,0,0,,,,,,,
1992-1995,359,Stephen Cook,South Africa,,1,1,15,20,1,0,15.0,75.0,0,0,,0,0,0,,,,,,,
1992-1995,1977,Stephen Fleming,New Zealand,,34,33,862,1128,69,5,25.35,76.42,1,5,0.83,0,5,0,6.0,,,,,,
1992-1995,1984,Stephen Peall,Match tied; Zimbabwe,,15,12,82,131,8,0,5.47,62.6,14,720,120.0,4,529,6,4.41,120.0,,,,,
1992-1995,1873,Steve Waugh,Australia; Match tied,,69,63,1510,2064,108,6,21.88,73.16,61,2838,473.0,19,2070,54,4.38,52.56,,,,,
1992-1995,2010,Steven Jack,South Africa,,2,2,7,8,0,0,3.5,87.5,2,108,18.0,0,86,3,4.78,36.0,,,,,
1992-1995,1989,Steven Rhodes,England,,6,6,98,133,7,1,16.33,73.68,0,0,,0,0,0,,,,,,,
1992-1995,1862,Steven Watkin,England,,4,2,4,23,0,0,1.0,17.39,4,221,36.83,2,193,7,5.24,31.57,,,,,
1992-1995,2016,Stuart Carlisle,Zimbabwe,,3,3,13,34,0,0,4.33,38.24,0,0,,0,0,0,,,,,,,
1992-1995,2040,Stuart Law,Australia,,7,7,228,297,12,1,32.57,76.77,5,246,41.0,2,159,3,3.88,82.0,,,,,
1992-1995,1980,Stuart Williams,West Indies,,22,22,641,971,81,7,29.14,66.01,0,0,,0,0,0,,,,,,,
1992-1995,124,Subroto Banerjee,India,,3,2,36,25,2,1,12.0,144.0,3,96,16.0,1,105,1,6.56,96.0,,,,,
1992-1995,2903,Sultan Zarawani,United Arab Emirates,,2,2,10,26,0,0,5.0,38.46,2,42,7.0,0,48,1,6.86,42.0,,,,,
1992-1995,2909,Tanvir Mehdi,Pakistan,,1,1,0,5,0,0,0.0,0.0,1,66,11.0,0,72,1,6.55,66.0,,,,,
1992-1995,211,Tertius Bosch,South Africa,South Africa,2,0,0,0,0,0,0.0,,2,51,8.5,0,66,0,7.76,,Right,Right hand Bat,Right,Fast,Right arm Fast
1992-1995,1113,Tim May,Australia; Match tied,,33,8,21,36,0,0,0.64,58.33,33,1844,307.33,11,1286,30,4.18,61.47,,,,,
1992-1995,2874,Timothy Shaw,South Africa,,8,5,26,35,1,0,3.25,74.29,8,444,74.0,3,252,8,3.41,55.5,,,,,
1992-1995,1964,Timothy Zoehrer,Australia,,1,1,9,18,1,0,9.0,50.0,0,0,,0,0,0,,,,,,,
1992-1995,1206,Tom Moody,Australia,,16,15,404,676,25,1,25.25,59.76,16,648,108.0,4,474,12,4.39,54.0,,,,,
1992-1995,190,Tony Blain,New Zealand,,16,16,196,287,8,3,12.25,68.29,0,0,,0,0,0,,,,,,,
1992-1995,1435,Ujesh Ranchod,Zimbabwe,Zimbabwe,3,1,3,6,0,0,1.0,50.0,3,174,29.0,3,130,1,4.48,174.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1992-1995,2177,Upul Chandana,Sri Lanka,,5,3,46,113,2,0,9.2,40.71,1,18,3.0,0,21,0,7.0,,,,,,
1992-1995,2654,Utpal Chatterjee,India,,3,2,6,30,0,0,2.0,20.0,3,161,26.83,0,117,3,4.36,53.67,,,,,
1992-1995,2672,Vasbert Drakes,West Indies,,5,2,25,35,2,0,5.0,71.43,5,239,39.83,0,204,3,5.12,79.67,,,,,
1992-1995,1422,Venkatapathy Raju,India,,29,8,20,32,1,0,0.69,62.5,28,1421,236.83,8,996,33,4.21,43.06,,,,,
1992-1995,2055,Venkatesh Prasad,India,,21,6,9,30,0,0,0.43,30.0,21,950,158.33,9,731,19,4.62,50.0,,,,,
1992-1995,2778,Vijay Mehra,United Arab Emirates,,2,2,48,90,7,0,24.0,53.33,0,0,,0,0,0,,,,,,,
1992-1995,1950,Vijay Yadav,India,India,19,12,118,116,7,2,6.21,101.72,0,0,,0,0,0,,,Right,Right hand Bat,,,
1992-1995,908,Vinod Kambli,India,,57,54,1648,2235,113,14,28.91,73.74,1,4,0.67,0,7,1,10.5,4.0,,,,,
1992-1995,1959,Waqar Younis Maitla,Match tied; Pakistan,Pakistan,73,37,257,364,14,8,3.52,70.6,73,3756,626.0,42,2875,117,4.59,32.1,Right,Right hand Bat,Right,Fast,Right arm Fast
1992-1995,29,Wasim Akram,Match tied; Pakistan,Pakistan,86,70,904,1086,72,19,10.51,83.24,85,4606,767.67,52,2814,139,3.67,33.14,Left,Left hand Bat,Left,Fast,Left arm Fast
1992-1995,2931,Wasim Haider,Pakistan,,3,2,26,70,1,0,8.67,37.14,2,66,11.0,1,37,1,3.36,66.0,,,,,
1992-1995,1993,Wayne James,Zimbabwe,,10,8,101,255,4,0,10.1,39.61,0,0,,0,0,0,,,,,,,
1992-1995,1870,Willie Watson,New Zealand,England,16,4,27,43,3,1,1.69,62.79,16,904,150.67,15,665,27,4.41,33.48,Left,Left hand Bat,,,
1992-1995,169,Winston Benjamin,West Indies,,36,23,170,199,8,3,4.72,85.43,36,1843,307.17,26,1244,46,4.05,40.07,,,,,
1992-1995,1424,Woorkeri Raman,India,,9,9,280,481,21,3,31.11,58.21,0,0,,0,0,0,,,,,,,
1992-1995,2950,Zafar Iqbal,Pakistan,,8,6,48,62,2,1,6.0,77.42,7,198,33.0,2,137,3,4.15,66.0,,,,,
1992-1995,530,Zahid Fazal,Pakistan,Pakistan,10,9,97,225,5,0,9.7,43.11,0,0,,0,0,0,,,Right,Right hand Bat,Right,Medium,"Right arm Medium, Right arm Off Break"
1996-1999,1653,Aamir Sohail,Match tied; Pakistan,,68,68,2022,3172,183,12,29.74,63.75,49,1850,308.33,8,1510,25,4.9,74.0,,,,,
1996-1999,869,Aaqib Javed,Pakistan,Pakistan,42,15,123,183,6,4,2.93,67.21,39,1894,315.67,22,1559,48,4.94,39.46,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1996-1999,2009,Aashish Kapoor,India,,8,5,37,57,1,1,4.62,64.91,8,438,73.0,4,313,3,4.29,146.0,,,,,
1996-1999,2741,Aasif Karim,Kenya,,30,22,228,373,22,4,7.6,61.13,29,1428,238.0,15,1045,24,4.39,59.5,,,,,
1996-1999,2191,Abdul Razzaq,Match tied; Pakistan,Pakistan,31,27,468,824,36,8,15.1,56.8,31,1339,223.17,15,973,39,4.36,34.33,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1996-1999,2094,Abey Kuruvilla,India,India,25,11,26,43,1,1,1.04,60.47,24,1095,182.5,16,875,25,4.79,43.8,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1996-1999,2086,Adam Bacher,South Africa,,8,8,168,294,14,0,21.0,57.14,0,0,,0,0,0,,,,,,,
1996-1999,2140,Adam Dale,Australia,,29,11,63,104,2,0,2.17,60.58,29,1536,256.0,32,960,31,3.75,49.55,,,,,
1996-1999,2192,Adam Gilchrist,Australia,,76,74,2376,2718,246,30,31.26,87.42,0,0,,0,0,0,,,,,,,
1996-1999,2105,Adam Hollioake,England,,35,30,606,807,46,4,17.31,75.09,32,1208,201.33,3,1019,32,5.06,37.75,,,,,
1996-1999,2109,Adam Huckle,Zimbabwe,,19,8,9,16,1,0,0.47,56.25,18,858,143.0,4,661,7,4.62,122.57,,,,,
1996-1999,1334,Adam Parore,New Zealand,,86,80,1697,2501,87,22,19.73,67.85,0,0,,0,0,0,,,,,,,
1996-1999,2088,Adrian Griffith,West Indies,,7,6,54,101,2,0,7.71,53.47,0,0,,0,0,0,,,,,,,
1996-1999,958,Adrian Kuiper,South Africa,,1,1,61,66,5,0,61.0,92.42,0,0,,0,0,0,,,,,,,
1996-1999,2605,Ahmed Kamal,Bangladesh,,1,1,11,19,2,0,11.0,57.89,1,30,5.0,0,39,1,7.8,30.0,,,,,
1996-1999,854,Ajay Jadeja,India,,143,130,3874,5217,243,68,27.09,74.26,32,696,116.0,0,631,12,5.44,58.0,,,,,
1996-1999,2159,Ajit Agarkar,India,,41,20,220,286,18,4,5.37,76.92,41,2183,363.83,16,1928,73,5.3,29.9,,,,,
1996-1999,2606,Akhtar Sarfraz,Pakistan,,4,4,66,99,4,1,16.5,66.67,0,0,,0,0,0,,,,,,,
1996-1999,2663,Alan Dawson,South Africa,,3,1,6,3,0,1,2.0,200.0,3,168,28.0,2,130,5,4.64,33.6,,,,,
1996-1999,2036,Alan Lock,Zimbabwe,,8,3,8,20,1,0,1.0,40.0,7,289,48.17,4,219,8,4.55,36.12,,,,,
1996-1999,2056,Alan Mullally,England,,29,13,45,86,5,1,1.55,52.33,29,1587,264.5,28,1044,38,3.95,41.76,,,,,
1996-1999,2919,Aldesh Vadher,Kenya,,18,16,278,512,21,1,15.44,54.3,0,0,,0,0,0,,,,,,,
1996-1999,2661,Alec Davies,Scotland,,5,5,83,154,7,0,16.6,53.9,0,0,,0,0,0,,,,,,,
1996-1999,1680,Alec Stewart,England,,61,61,1713,2435,181,9,28.08,70.35,0,0,,0,0,0,,,,,,,
1996-1999,2908,Alex Tait,New Zealand,,5,5,35,47,2,1,7.0,74.47,5,120,20.0,0,88,3,4.4,40.0,,,,,
1996-1999,1558,Ali Omarshah,Zimbabwe,,2,2,47,81,1,1,23.5,58.02,1,12,2.0,0,18,0,9.0,,,,,,
1996-1999,2642,Alistair Brown,England,,13,13,333,391,38,3,25.62,85.17,1,6,1.0,0,5,0,5.0,,,,,,
1996-1999,289,Alistair Campbell,Zimbabwe,,90,89,2435,3634,197,25,27.06,67.01,14,270,45.0,2,221,8,4.91,33.75,,,,,
1996-1999,458,Allan Donald,Match tied; South Africa,,69,12,50,123,1,0,0.72,40.65,69,3670,611.67,34,2515,137,4.11,26.79,,,,,
1996-1999,2747,Amay Khurasiya,India,,10,9,137,163,12,2,13.7,84.05,0,0,,0,0,0,,,,,,,
1996-1999,2611,Aminul Islam Jnr,Bangladesh,,1,1,1,1,0,0,1.0,100.0,1,30,5.0,1,33,1,6.6,30.0,,,,,
1996-1999,2148,Andrew Flintoff,England,England,9,6,100,132,5,6,11.11,75.76,8,242,40.33,0,228,7,5.65,34.57,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1996-1999,2710,Andrew Hall,South Africa,,1,1,9,8,1,0,9.0,112.5,1,42,7.0,0,38,0,5.43,,,,,,
1996-1999,809,Andrew Hudson,South Africa,,34,34,1047,1374,119,11,30.79,76.2,1,6,1.0,0,3,0,3.0,,,,,,
1996-1999,2822,Andrew Penn,New Zealand,,3,2,8,10,0,0,2.67,80.0,3,99,16.5,0,123,1,7.45,99.0,,,,,
1996-1999,2907,Andrew Symonds,Australia,Australia,9,6,158,191,13,1,17.56,82.72,8,261,43.5,0,234,7,5.38,37.29,Right,Right hand Bat,Right,Medium,"Right arm Medium, Right arm Off Break"
1996-1999,2084,Andrew Waller,Zimbabwe,,15,15,315,532,37,1,21.0,59.21,0,0,,0,0,0,,,,,,,
1996-1999,2066,Andrew Whittall,Match tied; Zimbabwe,,60,34,167,309,8,2,2.78,54.05,58,2947,491.17,16,2146,44,4.37,66.98,,,,,
1996-1999,2089,Andy Bichel,Australia,,17,11,99,164,7,0,5.82,60.37,17,890,148.33,7,701,21,4.73,42.38,,,,,
1996-1999,2637,Andy Blignaut,Zimbabwe,,6,6,50,67,2,3,8.33,74.63,6,196,32.67,1,175,4,5.36,49.0,,,,,
1996-1999,278,Andy Caddick,England; Match tied,,4,2,12,14,1,0,3.0,85.71,4,204,34.0,4,140,9,4.12,22.67,,,,,
1996-1999,549,Andy Flower,Zimbabwe,,90,88,2762,3706,214,11,30.69,74.53,0,0,,0,0,0,,,,,,,
1996-1999,567,Angus Fraser,England,,9,6,61,84,8,1,6.78,72.62,9,516,86.0,13,280,9,3.26,57.33,,,,,
1996-1999,962,Anil Kumble,India; Match tied,India,112,58,395,580,23,4,3.53,68.1,108,5954,992.33,52,4248,157,4.28,37.92,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
1996-1999,2614,Anisur Rehman,Bangladesh,,1,1,0,1,0,0,0.0,0.0,1,18,3.0,0,26,0,8.67,,,,,,
1996-1999,2898,Anthony Stuart,Australia,,3,1,1,7,0,0,0.33,14.29,3,180,30.0,2,109,8,3.63,22.5,,,,,
1996-1999,2901,Anthony Suji,Kenya,,18,16,186,294,14,2,10.33,63.27,15,506,84.33,7,394,7,4.67,72.29,,,,,
1996-1999,2792,Arachchige Munasinghe,Sri Lanka,,4,3,11,33,0,0,2.75,33.33,4,176,29.33,3,118,4,4.02,44.0,,,,,
1996-1999,432,Aravinda de Silva,Match tied; Sri Lanka,,97,94,3488,4207,319,31,35.96,82.91,60,1941,323.5,11,1550,43,4.79,45.14,,,,,
1996-1999,1433,Arjuna Ranatunga,Match tied; Sri Lanka,Sri Lanka,94,89,2638,3463,223,21,28.06,76.18,12,234,39.0,0,221,5,5.67,46.8,Left,Left hand Bat,Right,Medium,Right arm Medium
1996-1999,2121,Arshad Khan,Match tied; Pakistan,Pakistan,19,11,65,87,3,1,3.42,74.71,18,931,155.17,3,644,17,4.15,54.76,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1996-1999,2617,Arshad Laeeq,United Arab Emirates,,4,4,66,140,9,0,16.5,47.14,4,114,19.0,0,117,1,6.16,114.0,,,,,
1996-1999,679,Asanka Gurusinha,Sri Lanka,,27,25,746,1224,61,11,27.63,60.95,2,30,5.0,0,31,0,6.2,,,,,,
1996-1999,2146,Ashley F Giles,England,,5,3,17,19,0,0,3.4,89.47,5,228,38.0,1,197,5,5.18,45.6,Right,Right Handed,Left,Orthodox,Slow Left arm Orthodox
1996-1999,2619,Asif Mahmood,Pakistan,Austria,2,2,14,34,2,0,7.0,41.18,0,0,,0,0,0,,,,,,,
1996-1999,2620,Asim Butt,Scotland,,5,4,23,28,0,2,4.6,82.14,5,222,37.0,6,148,4,4.0,55.5,,,,,
1996-1999,1799,Ata-ur-Rehman,Pakistan,Pakistan,5,4,7,23,0,0,1.4,30.43,5,197,32.83,0,206,6,6.27,32.83,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1996-1999,2621,Athar Ali Khan,Bangladesh,,11,11,321,556,36,3,29.18,57.73,7,198,33.0,0,175,3,5.3,66.0,,,,,
1996-1999,2175,Avishka Gunawardene,Sri Lanka,,13,13,258,337,35,2,19.85,76.56,0,0,,0,0,0,,,,,,,
1996-1999,2070,Azam Khan,Pakistan,Pakistan,6,5,116,177,6,0,19.33,65.54,0,0,,0,0,0,,,Right,Right hand Bat,,,
1996-1999,2113,Azhar Mahmood Sagar,Match tied; Pakistan,Pakistan,76,58,795,1046,53,12,10.46,76.0,74,3495,582.5,41,2548,80,4.37,43.69,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1996-1999,2624,Azhar Saeed,United Arab Emirates,,5,5,58,175,5,0,11.6,33.14,5,186,31.0,1,157,6,5.06,31.0,,,,,
1996-1999,2955,Bas Zuiderent,Netherlands,,5,5,91,160,5,0,18.2,56.88,0,0,,0,0,0,,,,,,,
1996-1999,38,Basit Ali,Pakistan,Pakistan,3,2,40,48,3,0,13.33,83.33,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1996-1999,2106,Ben C Hollioake,England,,7,6,122,121,17,1,17.43,100.83,4,150,25.0,0,122,2,4.88,75.0,Right,Right Handed,Right,Medium Fast,Right arm Medium Fast
1996-1999,2190,Boeta Dippenaar,South Africa,,2,2,43,112,5,0,21.5,38.39,0,0,,0,0,0,,,,,,,
1996-1999,2068,Brad Hogg,Australia,,7,7,38,50,0,0,5.43,76.0,7,295,49.17,3,218,3,4.43,98.33,,,,,
1996-1999,2947,Bradley Young,Australia,,6,3,31,47,2,0,5.17,65.96,5,234,39.0,0,251,1,6.44,234.0,,,,,
1996-1999,897,Brendon Julian,Australia,,23,16,213,239,16,6,9.26,89.12,23,1020,170.0,7,881,19,5.18,53.68,,,,,
1996-1999,979,Brian Lara,West Indies,,70,68,2464,2865,258,42,35.2,86.0,2,19,3.17,0,24,2,7.58,9.5,,,,,
